source,source_id,title,url,year,phrase,extra
mathoverflow,220813,Woodin on Posner-Robinson for the hyperjump and sharp,https://mathoverflow.net/questions/220813/woodin-on-posner-robinson-for-the-hyperjump-and-sharp,,reference-request,score=14 | tags=reference-request|lo.logic|set-theory|computability-theory|descriptive-set-theory | original_url=https://mathoverflow.net/questions/220813/woodin-on-posner-robinson-for-the-hyperjump-and-sharp | target_kind=mathoverflow_html
mathoverflow,144464,Who is Petrov of the Petrov-Galerkin method?,https://mathoverflow.net/questions/144464/who-is-petrov-of-the-petrov-galerkin-method,,reference-request,score=14 | tags=reference-request|ap.analysis-of-pdes|ho.history-overview|na.numerical-analysis | original_url=https://mathoverflow.net/questions/144464/who-is-petrov-of-the-petrov-galerkin-method | target_kind=mathoverflow_html
mathoverflow,76940,How to disjoint two cycles with zero intersection?,https://mathoverflow.net/questions/76940/how-to-disjoint-two-cycles-with-zero-intersection,,reference-request,score=14 | tags=reference-request|at.algebraic-topology|gt.geometric-topology|smooth-manifolds | original_url=https://mathoverflow.net/questions/76940/how-to-disjoint-two-cycles-with-zero-intersection | target_kind=mathoverflow_html
mathoverflow,40938,Is the model category of Complete Segal Spaces right proper?,https://mathoverflow.net/questions/40938/is-the-model-category-of-complete-segal-spaces-right-proper,,reference-request,score=14 | tags=simplicial-stuff|model-categories|infinity-categories|reference-request|at.algebraic-topology | original_url=https://mathoverflow.net/questions/40938/is-the-model-category-of-complete-segal-spaces-right-proper | target_kind=mathoverflow_html
mathoverflow,92515,Does the hyperfinite II_1 factor admit two irreducible representations that are not unitarily equivalent?,https://mathoverflow.net/questions/92515/does-the-hyperfinite-ii-1-factor-admit-two-irreducible-representations-that-are,,reference-request,score=14 | tags=oa.operator-algebras|von-neumann-algebras|c-star-algebras|reference-request | original_url=https://mathoverflow.net/questions/92515/does-the-hyperfinite-ii-1-factor-admit-two-irreducible-representations-that-are | target_kind=mathoverflow_html
mathoverflow,60895,Suggestions for mathematics encyclopedia,https://mathoverflow.net/questions/60895/suggestions-for-mathematics-encyclopedia,,reference-request,score=14 | tags=reference-request|books|soft-question | original_url=https://mathoverflow.net/questions/60895/suggestions-for-mathematics-encyclopedia | target_kind=mathoverflow_html
mathoverflow,30808,Has there ever been a weaker Church-like thesis?,https://mathoverflow.net/questions/30808/has-there-ever-been-a-weaker-church-like-thesis,,reference-request,score=14 | tags=ho.history-overview|computability-theory|lo.logic|mathematical-philosophy|reference-request | original_url=https://mathoverflow.net/questions/30808/has-there-ever-been-a-weaker-church-like-thesis | target_kind=mathoverflow_html
mathoverflow,319725,(Sharp) inequality for Beta function,https://mathoverflow.net/questions/319725/sharp-inequality-for-beta-function,,reference-request,score=14 | tags=reference-request|ca.classical-analysis-and-odes|inequalities|special-functions | original_url=https://mathoverflow.net/questions/319725/sharp-inequality-for-beta-function | target_kind=mathoverflow_html
mathoverflow,133297,What&#180;s essential to learn about complex spaces and several complex variables for an algebraic geometer?,https://mathoverflow.net/questions/133297/what%c2%b4s-essential-to-learn-about-complex-spaces-and-several-complex-variables-for,,reference-request,score=14 | tags=ag.algebraic-geometry|reference-request|big-picture|several-complex-variables | original_url=https://mathoverflow.net/questions/133297/what%c2%b4s-essential-to-learn-about-complex-spaces-and-several-complex-variables-for | target_kind=mathoverflow_html
mathoverflow,31571,Non-existence of small resolutions for the singularity $y^2=u^2+v^2+w^3$,https://mathoverflow.net/questions/31571/non-existence-of-small-resolutions-for-the-singularity-y2-u2v2w3,,reference-request,score=14 | tags=ag.algebraic-geometry|reference-request | original_url=https://mathoverflow.net/questions/31571/non-existence-of-small-resolutions-for-the-singularity-y2-u2v2w3 | target_kind=mathoverflow_html
mathoverflow,209936,"Transcendence of $\Gamma(1/3), \Gamma(1/4)$",https://mathoverflow.net/questions/209936/transcendence-of-gamma1-3-gamma1-4,,reference-request,score=14 | tags=nt.number-theory|reference-request|gamma-function|transcendental-number-theory|irrational-numbers | original_url=https://mathoverflow.net/questions/209936/transcendence-of-gamma1-3-gamma1-4 | target_kind=mathoverflow_html
mathoverflow,164554,References for particular topics related to Langlands,https://mathoverflow.net/questions/164554/references-for-particular-topics-related-to-langlands,,reference-request,score=14 | tags=nt.number-theory|reference-request|big-list|intuition|langlands-conjectures | original_url=https://mathoverflow.net/questions/164554/references-for-particular-topics-related-to-langlands | target_kind=mathoverflow_html
mathoverflow,449879,Famous papers published in annotated form?,https://mathoverflow.net/questions/449879/famous-papers-published-in-annotated-form,,reference-request,score=14 | tags=reference-request|soft-question|big-list | original_url=https://mathoverflow.net/questions/449879/famous-papers-published-in-annotated-form | target_kind=mathoverflow_html
mathoverflow,208525,"Geometric Mean of $L(1,\chi)$ for quadratic Dirichlet characters",https://mathoverflow.net/questions/208525/geometric-mean-of-l1-chi-for-quadratic-dirichlet-characters,,reference-request,score=14 | tags=nt.number-theory|reference-request|analytic-number-theory|algebraic-number-theory | original_url=https://mathoverflow.net/questions/208525/geometric-mean-of-l1-chi-for-quadratic-dirichlet-characters | target_kind=mathoverflow_html
mathoverflow,389574,Descriptive set theory for computer scientists?,https://mathoverflow.net/questions/389574/descriptive-set-theory-for-computer-scientists,,reference-request,score=14 | tags=reference-request|set-theory|computability-theory|descriptive-set-theory | original_url=https://mathoverflow.net/questions/389574/descriptive-set-theory-for-computer-scientists | target_kind=mathoverflow_html
mathoverflow,355174,Expansion of $\det(A+B)$,https://mathoverflow.net/questions/355174/expansion-of-detab,,reference-request,score=14 | tags=reference-request|matrices|determinants | original_url=https://mathoverflow.net/questions/355174/expansion-of-detab | target_kind=mathoverflow_html
mathoverflow,264521,Prokhorov&#39;s theorem in non separable metric spaces,https://mathoverflow.net/questions/264521/prokhorovs-theorem-in-non-separable-metric-spaces,,reference-request,score=14 | tags=reference-request|pr.probability|measure-theory | original_url=https://mathoverflow.net/questions/264521/prokhorovs-theorem-in-non-separable-metric-spaces | target_kind=mathoverflow_html
mathoverflow,148626,Model structure for cooperads and for coalgebras,https://mathoverflow.net/questions/148626/model-structure-for-cooperads-and-for-coalgebras,,reference-request,score=14 | tags=reference-request|soft-question|model-categories|operads | original_url=https://mathoverflow.net/questions/148626/model-structure-for-cooperads-and-for-coalgebras | target_kind=mathoverflow_html
mathoverflow,111498,The geometry of crinkled aluminum foil,https://mathoverflow.net/questions/111498/the-geometry-of-crinkled-aluminum-foil,,reference-request,score=14 | tags=discrete-geometry|manifolds|mg.metric-geometry|reference-request | original_url=https://mathoverflow.net/questions/111498/the-geometry-of-crinkled-aluminum-foil | target_kind=mathoverflow_html
mathoverflow,386132,Does $0\to I\to\mathrm{Gal}_K\to\mathrm{Gal}_k\to 0$ always split?,https://mathoverflow.net/questions/386132/does-0-to-i-to-mathrmgal-k-to-mathrmgal-k-to-0-always-split,,reference-request,score=14 | tags=ag.algebraic-geometry|reference-request|etale-cohomology|local-fields | original_url=https://mathoverflow.net/questions/386132/does-0-to-i-to-mathrmgal-k-to-mathrmgal-k-to-0-always-split | target_kind=mathoverflow_html
mathoverflow,416258,Unpublished result of Rosser in Sieve Methods book,https://mathoverflow.net/questions/416258/unpublished-result-of-rosser-in-sieve-methods-book,,reference-request,score=14 | tags=nt.number-theory|reference-request|prime-numbers|sieve-theory | original_url=https://mathoverflow.net/questions/416258/unpublished-result-of-rosser-in-sieve-methods-book | target_kind=mathoverflow_html
mathoverflow,144518,Kontsevich integral : state of the art,https://mathoverflow.net/questions/144518/kontsevich-integral-state-of-the-art,,reference-request,score=14 | tags=reference-request|at.algebraic-topology|knot-theory|quantum-topology | original_url=https://mathoverflow.net/questions/144518/kontsevich-integral-state-of-the-art | target_kind=mathoverflow_html
mathoverflow,72027,2-cocycle twists of braided Hopf algebras,https://mathoverflow.net/questions/72027/2-cocycle-twists-of-braided-hopf-algebras,,reference-request,score=14 | tags=reference-request|qa.quantum-algebra|hopf-algebras | original_url=https://mathoverflow.net/questions/72027/2-cocycle-twists-of-braided-hopf-algebras | target_kind=mathoverflow_html
mathoverflow,268169,References for reasoning about the spectrum of a convex body?,https://mathoverflow.net/questions/268169/references-for-reasoning-about-the-spectrum-of-a-convex-body,,reference-request,score=14 | tags=reference-request|pr.probability|sp.spectral-theory|convex-geometry|random-matrices | original_url=https://mathoverflow.net/questions/268169/references-for-reasoning-about-the-spectrum-of-a-convex-body | target_kind=mathoverflow_html
mathoverflow,329987,Injection into a proper class and choice without regularity,https://mathoverflow.net/questions/329987/injection-into-a-proper-class-and-choice-without-regularity,,reference-request,score=14 | tags=reference-request|set-theory|lo.logic|axiom-of-choice | original_url=https://mathoverflow.net/questions/329987/injection-into-a-proper-class-and-choice-without-regularity | target_kind=mathoverflow_html
mathoverflow,227720,Geometric characterization of martingales,https://mathoverflow.net/questions/227720/geometric-characterization-of-martingales,,reference-request,score=14 | tags=reference-request|dg.differential-geometry|pr.probability|riemannian-geometry|stochastic-calculus | original_url=https://mathoverflow.net/questions/227720/geometric-characterization-of-martingales | target_kind=mathoverflow_html
mathoverflow,287547,Explicit forms for the roots of Eulerian polynomials,https://mathoverflow.net/questions/287547/explicit-forms-for-the-roots-of-eulerian-polynomials,,reference-request,score=14 | tags=reference-request|co.combinatorics|polynomials | original_url=https://mathoverflow.net/questions/287547/explicit-forms-for-the-roots-of-eulerian-polynomials | target_kind=mathoverflow_html
mathoverflow,152193,When taking the fixed points commutes with taking the orbits,https://mathoverflow.net/questions/152193/when-taking-the-fixed-points-commutes-with-taking-the-orbits,,reference-request,score=14 | tags=reference-request|gr.group-theory|group-actions | original_url=https://mathoverflow.net/questions/152193/when-taking-the-fixed-points-commutes-with-taking-the-orbits | target_kind=mathoverflow_html
mathoverflow,59549,"Connes&#39;s unpublished manuscript on correspondences, anyone?",https://mathoverflow.net/questions/59549/conness-unpublished-manuscript-on-correspondences-anyone,,reference-request,score=14 | tags=oa.operator-algebras|von-neumann-algebras|reference-request | original_url=https://mathoverflow.net/questions/59549/conness-unpublished-manuscript-on-correspondences-anyone | target_kind=mathoverflow_html
mathoverflow,89530,Manin&#39;s lectures on algebraic geometry,https://mathoverflow.net/questions/89530/manins-lectures-on-algebraic-geometry,,reference-request,score=14 | tags=ag.algebraic-geometry|reference-request | original_url=https://mathoverflow.net/questions/89530/manins-lectures-on-algebraic-geometry | target_kind=mathoverflow_html
mathoverflow,204093,Generalization of Schur polynomials,https://mathoverflow.net/questions/204093/generalization-of-schur-polynomials,,reference-request,score=14 | tags=reference-request|rt.representation-theory|polynomials | original_url=https://mathoverflow.net/questions/204093/generalization-of-schur-polynomials | target_kind=mathoverflow_html
mathoverflow,111418,Egg-ovoid rolling down an inclined plane,https://mathoverflow.net/questions/111418/egg-ovoid-rolling-down-an-inclined-plane,,reference-request,score=14 | tags=classical-mechanics|mg.metric-geometry|dg.differential-geometry|reference-request | original_url=https://mathoverflow.net/questions/111418/egg-ovoid-rolling-down-an-inclined-plane | target_kind=mathoverflow_html
mathoverflow,93801,What is a good reference that compact resolvent implies Fredholm operator?,https://mathoverflow.net/questions/93801/what-is-a-good-reference-that-compact-resolvent-implies-fredholm-operator,,reference-request,score=14 | tags=fa.functional-analysis|sp.spectral-theory|unbounded-operators|reference-request | original_url=https://mathoverflow.net/questions/93801/what-is-a-good-reference-that-compact-resolvent-implies-fredholm-operator | target_kind=mathoverflow_html
mathoverflow,52311,Perimeters of random-walk polygons,https://mathoverflow.net/questions/52311/perimeters-of-random-walk-polygons,,reference-request,score=14 | tags=reference-request|pr.probability|discrete-geometry|random-walks | original_url=https://mathoverflow.net/questions/52311/perimeters-of-random-walk-polygons | target_kind=mathoverflow_html
mathoverflow,498168,"How to prove $\sup_{n,k} \frac{1}{n}\sum_{j=0}^{n-1}\sin\left(\frac{2\pi k}{2^n-1}2^j\right) = \frac{\sqrt{15}}{8}$?",https://mathoverflow.net/questions/498168/how-to-prove-sup-n-k-frac1n-sum-j-0n-1-sin-left-frac2-pi-k2n,,reference-request,score=14 | tags=nt.number-theory|reference-request|ca.classical-analysis-and-odes|ergodic-theory|trigonometric-functions | original_url=https://mathoverflow.net/questions/498168/how-to-prove-sup-n-k-frac1n-sum-j-0n-1-sin-left-frac2-pi-k2n | target_kind=mathoverflow_html
mathoverflow,482019,Lie theory for quantum groups?,https://mathoverflow.net/questions/482019/lie-theory-for-quantum-groups,,reference-request,score=14 | tags=reference-request|lie-algebras|oa.operator-algebras|quantum-groups|hopf-algebras | original_url=https://mathoverflow.net/questions/482019/lie-theory-for-quantum-groups | target_kind=mathoverflow_html
mathoverflow,440564,Comparing algebraic and analytic spaces through the universal property of classifying topoi,https://mathoverflow.net/questions/440564/comparing-algebraic-and-analytic-spaces-through-the-universal-property-of-classi,,reference-request,score=14 | tags=ag.algebraic-geometry|reference-request|ct.category-theory|categorical-logic|gaga | original_url=https://mathoverflow.net/questions/440564/comparing-algebraic-and-analytic-spaces-through-the-universal-property-of-classi | target_kind=mathoverflow_html
mathoverflow,412955,Representation theory of Kac-Moody algebras in positive characteristic,https://mathoverflow.net/questions/412955/representation-theory-of-kac-moody-algebras-in-positive-characteristic,,reference-request,score=14 | tags=reference-request|rt.representation-theory|modular-representation-theory|kac-moody-algebras | original_url=https://mathoverflow.net/questions/412955/representation-theory-of-kac-moody-algebras-in-positive-characteristic | target_kind=mathoverflow_html
mathoverflow,401687,Reference request for a complete and formal Duality Principle in category theory,https://mathoverflow.net/questions/401687/reference-request-for-a-complete-and-formal-duality-principle-in-category-theory,,reference-request,score=14 | tags=reference-request|ct.category-theory|lo.logic|duality | original_url=https://mathoverflow.net/questions/401687/reference-request-for-a-complete-and-formal-duality-principle-in-category-theory | target_kind=mathoverflow_html
mathoverflow,350866,Computations using &quot;Stover&#39;s spectral sequence&quot;,https://mathoverflow.net/questions/350866/computations-using-stovers-spectral-sequence,,reference-request,score=14 | tags=reference-request|at.algebraic-topology|homotopy-theory|simplicial-stuff|spectral-sequences | original_url=https://mathoverflow.net/questions/350866/computations-using-stovers-spectral-sequence | target_kind=mathoverflow_html
mathoverflow,345108,An unpublished paper of Thurston about diffeomorphism groups,https://mathoverflow.net/questions/345108/an-unpublished-paper-of-thurston-about-diffeomorphism-groups,,reference-request,score=14 | tags=reference-request|dg.differential-geometry|differential-topology | original_url=https://mathoverflow.net/questions/345108/an-unpublished-paper-of-thurston-about-diffeomorphism-groups | target_kind=mathoverflow_html
mathoverflow,286812,A symmetry of lattice paths,https://mathoverflow.net/questions/286812/a-symmetry-of-lattice-paths,,reference-request,score=14 | tags=reference-request|co.combinatorics|random-walks|enumerative-combinatorics|bijective-combinatorics | original_url=https://mathoverflow.net/questions/286812/a-symmetry-of-lattice-paths | target_kind=mathoverflow_html
mathoverflow,227564,Arguments against Freiling&#39;s argument against Continuum Hypothesis,https://mathoverflow.net/questions/227564/arguments-against-freilings-argument-against-continuum-hypothesis,,reference-request,score=14 | tags=reference-request|pr.probability|set-theory|mathematical-philosophy|axioms | original_url=https://mathoverflow.net/questions/227564/arguments-against-freilings-argument-against-continuum-hypothesis | target_kind=mathoverflow_html
mathoverflow,190996,A bit of history of Verdier duality,https://mathoverflow.net/questions/190996/a-bit-of-history-of-verdier-duality,,reference-request,score=14 | tags=reference-request|ho.history-overview|higher-category-theory|sheaf-theory|higher-algebra | original_url=https://mathoverflow.net/questions/190996/a-bit-of-history-of-verdier-duality | target_kind=mathoverflow_html
mathoverflow,179826,Geometric meaning of the black hole horizon,https://mathoverflow.net/questions/179826/geometric-meaning-of-the-black-hole-horizon,,reference-request,score=14 | tags=reference-request|dg.differential-geometry|general-relativity | original_url=https://mathoverflow.net/questions/179826/geometric-meaning-of-the-black-hole-horizon | target_kind=mathoverflow_html
mathoverflow,130185,Source of a formula for tensor product multiplicities?,https://mathoverflow.net/questions/130185/source-of-a-formula-for-tensor-product-multiplicities,,reference-request,score=14 | tags=rt.representation-theory|lie-algebras|reference-request | original_url=https://mathoverflow.net/questions/130185/source-of-a-formula-for-tensor-product-multiplicities | target_kind=mathoverflow_html
mathoverflow,56843,Reconstruction conjecture and partial 2-trees,https://mathoverflow.net/questions/56843/reconstruction-conjecture-and-partial-2-trees,,reference-request,score=14 | tags=reference-request|co.combinatorics|graph-theory|graph-reconstruction | original_url=https://mathoverflow.net/questions/56843/reconstruction-conjecture-and-partial-2-trees | target_kind=mathoverflow_html
mathoverflow,383314,Looking for a combinatorial proof for a Catalan identity,https://mathoverflow.net/questions/383314/looking-for-a-combinatorial-proof-for-a-catalan-identity,,reference-request,score=13 | tags=reference-request|co.combinatorics|binomial-coefficients|catalan-numbers | original_url=https://mathoverflow.net/questions/383314/looking-for-a-combinatorial-proof-for-a-catalan-identity | target_kind=mathoverflow_html
mathoverflow,244558,linear independence of $\sin(k \pi / m)$,https://mathoverflow.net/questions/244558/linear-independence-of-sink-pi-m,,reference-request,score=13 | tags=nt.number-theory|reference-request|algebraic-number-theory | original_url=https://mathoverflow.net/questions/244558/linear-independence-of-sink-pi-m | target_kind=mathoverflow_html
mathoverflow,60447,How does the group algebra look as a Lie algebra,https://mathoverflow.net/questions/60447/how-does-the-group-algebra-look-as-a-lie-algebra,,reference-request,score=13 | tags=lie-algebras|reference-request|rt.representation-theory | original_url=https://mathoverflow.net/questions/60447/how-does-the-group-algebra-look-as-a-lie-algebra | target_kind=mathoverflow_html
mathoverflow,508967,Non-constructive proofs for the infinitude of prime knots?,https://mathoverflow.net/questions/508967/non-constructive-proofs-for-the-infinitude-of-prime-knots,,reference-request,score=13 | tags=reference-request|knot-theory | original_url=https://mathoverflow.net/questions/508967/non-constructive-proofs-for-the-infinitude-of-prime-knots | target_kind=mathoverflow_html
mathoverflow,380348,Are equivalences of categories stable under filtered colimits?,https://mathoverflow.net/questions/380348/are-equivalences-of-categories-stable-under-filtered-colimits,,reference-request,score=13 | tags=reference-request|ct.category-theory | original_url=https://mathoverflow.net/questions/380348/are-equivalences-of-categories-stable-under-filtered-colimits | target_kind=mathoverflow_html
mathoverflow,395685,Quote by Thurston on the Ricci flow,https://mathoverflow.net/questions/395685/quote-by-thurston-on-the-ricci-flow,,reference-request,score=13 | tags=reference-request|ricci-flow | original_url=https://mathoverflow.net/questions/395685/quote-by-thurston-on-the-ricci-flow | target_kind=mathoverflow_html
mathoverflow,332442,A comprehensive list of random walk inequalities?,https://mathoverflow.net/questions/332442/a-comprehensive-list-of-random-walk-inequalities,,reference-request,score=13 | tags=reference-request|pr.probability|inequalities|big-list|random-walks | original_url=https://mathoverflow.net/questions/332442/a-comprehensive-list-of-random-walk-inequalities | target_kind=mathoverflow_html
mathoverflow,91827,Application of polynomials with non-negative coefficients,https://mathoverflow.net/questions/91827/application-of-polynomials-with-non-negative-coefficients,,reference-request,score=13 | tags=reference-request|polynomials|big-list|oc.optimization-and-control|approximation-theory | original_url=https://mathoverflow.net/questions/91827/application-of-polynomials-with-non-negative-coefficients | target_kind=mathoverflow_html
mathoverflow,269046,Kunneth Theorem and localisation,https://mathoverflow.net/questions/269046/kunneth-theorem-and-localisation,,reference-request,score=13 | tags=reference-request|at.algebraic-topology | original_url=https://mathoverflow.net/questions/269046/kunneth-theorem-and-localisation | target_kind=mathoverflow_html
mathoverflow,194681,nonstandard models and mathematical theorems,https://mathoverflow.net/questions/194681/nonstandard-models-and-mathematical-theorems,,reference-request,score=13 | tags=reference-request|model-theory|mathematical-philosophy|peano-arithmetic | original_url=https://mathoverflow.net/questions/194681/nonstandard-models-and-mathematical-theorems | target_kind=mathoverflow_html
mathoverflow,95777,Best Computational Knot Invariants,https://mathoverflow.net/questions/95777/best-computational-knot-invariants,,reference-request,score=13 | tags=knot-theory|reference-request | original_url=https://mathoverflow.net/questions/95777/best-computational-knot-invariants | target_kind=mathoverflow_html
mathoverflow,181630,Books on the analysis of hyperbolic partial differential equations,https://mathoverflow.net/questions/181630/books-on-the-analysis-of-hyperbolic-partial-differential-equations,,reference-request,score=13 | tags=reference-request|differential-equations | original_url=https://mathoverflow.net/questions/181630/books-on-the-analysis-of-hyperbolic-partial-differential-equations | target_kind=mathoverflow_html
mathoverflow,406293,A quotient space of complex projective space,https://mathoverflow.net/questions/406293/a-quotient-space-of-complex-projective-space,,reference-request,score=13 | tags=ag.algebraic-geometry|reference-request|at.algebraic-topology|gn.general-topology|gt.geometric-topology | original_url=https://mathoverflow.net/questions/406293/a-quotient-space-of-complex-projective-space | target_kind=mathoverflow_html
mathoverflow,326910,Gauss&#39; posthumous publications?,https://mathoverflow.net/questions/326910/gauss-posthumous-publications,,reference-request,score=13 | tags=reference-request|ho.history-overview | original_url=https://mathoverflow.net/questions/326910/gauss-posthumous-publications | target_kind=mathoverflow_html
mathoverflow,260298,Is the exponential function the sole solution to these equations?,https://mathoverflow.net/questions/260298/is-the-exponential-function-the-sole-solution-to-these-equations,,reference-request,score=13 | tags=reference-request|real-analysis|cv.complex-variables | original_url=https://mathoverflow.net/questions/260298/is-the-exponential-function-the-sole-solution-to-these-equations | target_kind=mathoverflow_html
mathoverflow,205920,Representation Theory of Lie Groups: Reference Request,https://mathoverflow.net/questions/205920/representation-theory-of-lie-groups-reference-request,,reference-request,score=13 | tags=reference-request|lie-groups|lie-algebras | original_url=https://mathoverflow.net/questions/205920/representation-theory-of-lie-groups-reference-request | target_kind=mathoverflow_html
mathoverflow,54033,Does there exist an event independent of a given sigma-algebra?,https://mathoverflow.net/questions/54033/does-there-exist-an-event-independent-of-a-given-sigma-algebra,,reference-request,score=13 | tags=pr.probability|measure-theory|hilbert-spaces|reference-request | original_url=https://mathoverflow.net/questions/54033/does-there-exist-an-event-independent-of-a-given-sigma-algebra | target_kind=mathoverflow_html
mathoverflow,419902,Topological vector spaces (reference request),https://mathoverflow.net/questions/419902/topological-vector-spaces-reference-request,,reference-request,score=13 | tags=reference-request|fa.functional-analysis|linear-algebra|gn.general-topology | original_url=https://mathoverflow.net/questions/419902/topological-vector-spaces-reference-request | target_kind=mathoverflow_html
mathoverflow,31982,&quot;Simple&quot; Kahler manifolds,https://mathoverflow.net/questions/31982/simple-kahler-manifolds,,reference-request,score=13 | tags=ag.algebraic-geometry|reference-request|complex-geometry|cv.complex-variables|kahler-manifolds | original_url=https://mathoverflow.net/questions/31982/simple-kahler-manifolds | target_kind=mathoverflow_html
mathoverflow,483035,What&#39;s the deal with De Morgan algebras and Kleene algebras?,https://mathoverflow.net/questions/483035/whats-the-deal-with-de-morgan-algebras-and-kleene-algebras,,reference-request,score=13 | tags=reference-request|lo.logic|ra.rings-and-algebras|order-theory|lattice-theory | original_url=https://mathoverflow.net/questions/483035/whats-the-deal-with-de-morgan-algebras-and-kleene-algebras | target_kind=mathoverflow_html
mathoverflow,48629,Algebraic surfaces and their (intrinsic) geometry,https://mathoverflow.net/questions/48629/algebraic-surfaces-and-their-intrinsic-geometry,,reference-request,score=13 | tags=ag.algebraic-geometry|algebraic-surfaces|dg.differential-geometry|riemannian-geometry|reference-request | original_url=https://mathoverflow.net/questions/48629/algebraic-surfaces-and-their-intrinsic-geometry | target_kind=mathoverflow_html
mathoverflow,231583,Is there research on Machine Learning techniques to discover conjectures (theorems) in a wide range of mathematics beyond mathematical logic?,https://mathoverflow.net/questions/231583/is-there-research-on-machine-learning-techniques-to-discover-conjectures-theore,,reference-request,score=13 | tags=reference-request|lo.logic|proof-assistants|learning-theory | original_url=https://mathoverflow.net/questions/231583/is-there-research-on-machine-learning-techniques-to-discover-conjectures-theore | target_kind=mathoverflow_html
mathoverflow,68309,&quot;Modular forms from Feynman integrals &quot;?,https://mathoverflow.net/questions/68309/modular-forms-from-feynman-integrals,,reference-request,score=13 | tags=modular-forms|feynman-integral|motives|reference-request | original_url=https://mathoverflow.net/questions/68309/modular-forms-from-feynman-integrals | target_kind=mathoverflow_html
mathoverflow,507605,Determinant of Hessenberg matrix with $1/n^2$ entries,https://mathoverflow.net/questions/507605/determinant-of-hessenberg-matrix-with-1-n2-entries,,reference-request,score=13 | tags=reference-request|co.combinatorics|linear-algebra|matrices|determinants | original_url=https://mathoverflow.net/questions/507605/determinant-of-hessenberg-matrix-with-1-n2-entries | target_kind=mathoverflow_html
mathoverflow,185045,How can I have a copy of this old paper by Frobenius?,https://mathoverflow.net/questions/185045/how-can-i-have-a-copy-of-this-old-paper-by-frobenius,,reference-request,score=13 | tags=reference-request|gr.group-theory|paper-request|translation | original_url=https://mathoverflow.net/questions/185045/how-can-i-have-a-copy-of-this-old-paper-by-frobenius | target_kind=mathoverflow_html
mathoverflow,272840,Source for analysis of identification of structures in learner&#39;s mind and mathematical structures?,https://mathoverflow.net/questions/272840/source-for-analysis-of-identification-of-structures-in-learners-mind-and-mathem,,reference-request,score=13 | tags=reference-request|soft-question|mathematics-education|ho.history-overview | original_url=https://mathoverflow.net/questions/272840/source-for-analysis-of-identification-of-structures-in-learners-mind-and-mathem | target_kind=mathoverflow_html
mathoverflow,36183,Linear/Non-linear sigma model,https://mathoverflow.net/questions/36183/linear-non-linear-sigma-model,,reference-request,score=13 | tags=riemannian-geometry|quantum-field-theory|big-list|big-picture|reference-request | original_url=https://mathoverflow.net/questions/36183/linear-non-linear-sigma-model | target_kind=mathoverflow_html
mathoverflow,354226,Linear algebra underlying quantum entanglement?,https://mathoverflow.net/questions/354226/linear-algebra-underlying-quantum-entanglement,,reference-request,score=13 | tags=reference-request|linear-algebra|tensor-products|quantum-mechanics | original_url=https://mathoverflow.net/questions/354226/linear-algebra-underlying-quantum-entanglement | target_kind=mathoverflow_html
mathoverflow,286641,When is $A\otimes R$ a free $R$-module?,https://mathoverflow.net/questions/286641/when-is-a-otimes-r-a-free-r-module,,reference-request,score=13 | tags=reference-request|ra.rings-and-algebras|modules | original_url=https://mathoverflow.net/questions/286641/when-is-a-otimes-r-a-free-r-module | target_kind=mathoverflow_html
mathoverflow,118469,Hopf Algebra for a physicist,https://mathoverflow.net/questions/118469/hopf-algebra-for-a-physicist,,reference-request,score=13 | tags=tag-removed|hopf-algebras|mp.mathematical-physics|reference-request | original_url=https://mathoverflow.net/questions/118469/hopf-algebra-for-a-physicist | target_kind=mathoverflow_html
mathoverflow,316713,Tilting objects in BGG categories $\mathcal{O}$,https://mathoverflow.net/questions/316713/tilting-objects-in-bgg-categories-mathcalo,,reference-request,score=13 | tags=reference-request|rt.representation-theory|ct.category-theory|lie-algebras|modules | original_url=https://mathoverflow.net/questions/316713/tilting-objects-in-bgg-categories-mathcalo | target_kind=mathoverflow_html
mathoverflow,308537,Roots of lacunary polynomials over a finite field,https://mathoverflow.net/questions/308537/roots-of-lacunary-polynomials-over-a-finite-field,,reference-request,score=13 | tags=reference-request|polynomials|finite-fields | original_url=https://mathoverflow.net/questions/308537/roots-of-lacunary-polynomials-over-a-finite-field | target_kind=mathoverflow_html
mathoverflow,255211,Alternatives to &quot;Sketches of an Elephant&quot; Volume 3,https://mathoverflow.net/questions/255211/alternatives-to-sketches-of-an-elephant-volume-3,,reference-request,score=13 | tags=reference-request|at.algebraic-topology|ct.category-theory|lo.logic|topos-theory | original_url=https://mathoverflow.net/questions/255211/alternatives-to-sketches-of-an-elephant-volume-3 | target_kind=mathoverflow_html
mathoverflow,196454,The groupoid of algebraic expressions and proofs,https://mathoverflow.net/questions/196454/the-groupoid-of-algebraic-expressions-and-proofs,,reference-request,score=13 | tags=reference-request|lo.logic|universal-algebra|groupoids|homotopy-type-theory | original_url=https://mathoverflow.net/questions/196454/the-groupoid-of-algebraic-expressions-and-proofs | target_kind=mathoverflow_html
mathoverflow,191769,Characterization of Frobenius complements,https://mathoverflow.net/questions/191769/characterization-of-frobenius-complements,,reference-request,score=13 | tags=reference-request|rt.representation-theory|finite-groups|classification | original_url=https://mathoverflow.net/questions/191769/characterization-of-frobenius-complements | target_kind=mathoverflow_html
