global_index,source_json,paper_id,paper_title,paper_link,question_link,question_id,parser_is_solved,context_brief,original_question,self_contained_problem,macro_subject,category_tag,open_status,status_search_result,status_evidence,status_evidence_urls,confidence,validation_warnings,model,effort,elapsed_s,checkpoint_path
11768,outputs/parse-paper/google__arxiv.org_abs_2402.06196.json,google__arxiv.org_abs_2402.06196,Large Language Models: A Survey,https://arxiv.org/abs/2402.06196,https://arxiv.org/pdf/google__arxiv.org_abs_2402.06196.pdf#page=36,q_003,false,Multi-modal LLMs,"How should future large language models be designed and evaluated so that they can handle text, images, video, and audio in a unified multi-modal manner for applications such as question answering, content generation, healthcare, robotics, and especially conversational generative vision?","Design a principled framework for constructing and evaluating large language models that operate in a unified multi-modal setting over the modalities text, image, video, and audio. Concretely:

1. Architecture and training. Specify a model family $\mathcal{M} = \{f_\theta : \mathcal{X} \to \mathcal{Y}\}$ where the input space $\mathcal{X}$ is a product (or union) of representation spaces for the four modalities $\{T, I, V, A\}$ and the output space $\mathcal{Y}$ likewise may contain any combination of these modalities. Define encoders $E_m$ for each modality $m \in \{T,I,V,A\}$ mapping raw inputs to a shared latent space $\mathcal{Z}$, a fusion mechanism $\Phi : \prod_m \mathcal{Z} \to \mathcal{Z}$, and decoders $D_m$ producing outputs in each modality. Provide training objectives that jointly optimize cross-modal alignment, generation fidelity, and instruction following.

2. Task coverage. Show how the framework supports the task classes (a) multi-modal question answering, (b) cross-modal content generation, (c) clinical/healthcare decision support, (d) embodied robotic control, and (e) conversational generative vision, where the model must sustain a multi-turn dialogue that both interprets and generates visual content consistent with the conversation history.

3. Evaluation. Define a quantitative evaluation protocol consisting of: a benchmark suite covering each modality pair $(m_1, m_2)$ for input/output; metrics $\mu_k : \mathcal{Y} \times \mathcal{Y} \to \mathbb{R}$ that measure factual correctness, cross-modal consistency, dialogue coherence, and generative quality; and, specifically for conversational generative vision, a metric that scores both the perceptual quality of generated images/videos and their semantic faithfulness to the evolving dialogue context.

The problem is to provide a complete specification of such a framework, together with a justification that the proposed design and evaluation protocol are sufficient to compare arbitrary multi-modal LLMs on the listed application domains.",Applied Mathematics,Multi-modal large language models,open,"This is an open-ended research design question rather than a precise mathematical conjecture. As of 2026, multi-modal LLMs (e.g., GPT-4o, Gemini, Llama-3.x multimodal) and benchmarks (MMMU, MMBench, Video-MME, SEED-Bench) are active areas of development, but no single agreed-upon framework or evaluation protocol uniformly covers text/image/video/audio across all the listed application domains, and conversational generative vision evaluation remains an active research topic.","[{""title"": ""MMMU Benchmark"", ""url"": ""https://mmmu-benchmark.github.io/"", ""snippet"": ""A massive multi-discipline multimodal understanding benchmark, continually updated to evaluate multimodal LLMs."", ""claim"": ""Multi-modal LLM evaluation is an active and evolving research area without a settled unified protocol.""}, {""title"": ""Video-MME"", ""url"": ""https://video-mme.github.io/"", ""snippet"": ""First-ever full-spectrum benchmark for video analysis in multi-modal LLMs."", ""claim"": ""Video/audio evaluation for multi-modal LLMs is still being actively developed in 2024-2026.""}]",https://mmmu-benchmark.github.io/ https://video-mme.github.io/,0.6,,opus,medium,27.04,outputs/self-contained-leftover-checkpoints-part-0-of-2/011768__google__arxiv.org_abs_2402.06196__q_003__082638e08420.json
11769,outputs/parse-paper/google__arxiv.org_abs_2402.06196.json,google__arxiv.org_abs_2402.06196,Large Language Models: A Survey,https://arxiv.org/abs/2402.06196,https://arxiv.org/pdf/google__arxiv.org_abs_2402.06196.pdf#page=36,q_004,false,Usage and augmentation techniques,"Which advanced prompt-engineering, tool-use, retrieval-augmentation, personalization, agent, and multi-agent techniques can most effectively address shortcomings of large language models such as hallucination while enabling systems that use external tools, incorporate user context, and make decisions in real applications?","Consider a large language model (LLM) defined as a parameterized conditional probability distribution p_θ(y | x) over output token sequences y given an input prompt x, trained on large text corpora. Such models are known to exhibit shortcomings, in particular hallucination, defined as the generation of outputs y that contain factual claims inconsistent with a reference knowledge source K (e.g., a trusted corpus or knowledge base). Several families of augmentation techniques are used to mitigate such shortcomings and to extend the capabilities of an LLM, including:\n\n1. Advanced prompt-engineering methods (e.g., chain-of-thought, self-consistency, tree-of-thoughts, ReAct-style prompting) that modify x to elicit improved reasoning.\n2. Tool-use, in which the model is given access to a finite set T = {t_1, …, t_m} of external functions (calculators, code executors, search APIs, etc.) and may emit tool-invocation tokens whose results are appended to the context.\n3. Retrieval-augmented generation (RAG), in which a retriever R maps the prompt x to a subset D_x ⊂ K of relevant documents, and the model conditions on (x, D_x).\n4. Personalization, in which the prompt is augmented with a user context vector u representing user history or preferences.\n5. LLM-based single agents and multi-agent systems, in which one or more LLM instances iteratively observe an environment, plan, invoke tools, and act to achieve specified goals.\n\nIdentify and characterize which combinations of techniques from the categories above most effectively (i) reduce the hallucination rate, suitably formalized as the probability that an output contains a claim inconsistent with K, and (ii) enable reliable systems that integrate external tools, user context, and autonomous decision-making in real-world applications. Provide either theoretical guarantees or empirical principles distinguishing more effective from less effective combinations.",Applied Mathematics,LLM augmentation and agent techniques,open,"This is a broad open research direction in the LLM/AI literature rather than a precise mathematical conjecture. Research on prompt engineering, retrieval augmentation, tool use, and LLM agents is active and ongoing, with no single accepted ""solution""; numerous techniques exist (e.g., RAG, ReAct, Toolformer, multi-agent frameworks) but the question of which combinations most effectively address hallucination and enable real-world agentic systems remains an open and rapidly evolving area.","[{""title"": ""Large Language Models: A Survey"", ""url"": ""https://arxiv.org/abs/2402.06196"", ""snippet"": ""Many of the shortcomings and limitations of LLMs such as hallucination can be addressed through advanced prompt engineering, use of tools, or other augmentation techniques. We should expect ... accelerated research in this area."", ""claim"": ""The question is identified as an active and accelerating research direction rather than a settled problem.""}]",https://arxiv.org/abs/2402.06196,0.6,,opus,medium,27.25,outputs/self-contained-leftover-checkpoints-part-0-of-2/011769__google__arxiv.org_abs_2402.06196__q_004__f2d1056b6701.json
11770,outputs/parse-paper/google__arxiv.org_abs_2402.06196.json,google__arxiv.org_abs_2402.06196,Large Language Models: A Survey,https://arxiv.org/abs/2402.06196,https://arxiv.org/pdf/google__arxiv.org_abs_2402.06196.pdf#page=36,q_005,false,Security and responsible AI,"How can large language models be made robust and secure against adversarial attacks and other vulnerabilities, prevented from being used to manipulate people or spread misinformation, and improved so they better detect potential attacks while remaining fair, unbiased, and responsible with sensitive information?","Consider a large language model (LLM), modeled as a function $f_\theta : \mathcal{X} \to \mathcal{Y}$ that maps input token sequences $x \in \mathcal{X}$ to output token sequences $y \in \mathcal{Y}$, with parameters $\theta$ learned from a large text corpus. Such a model may be subject to several classes of vulnerabilities, including (i) adversarial inputs $x' = x + \delta$ (under a suitable perturbation set, e.g., bounded edit distance, prompt-injection prefixes, or jailbreak templates) that induce undesired behavior; (ii) misuse for generating manipulative content or misinformation; (iii) biased or unfair outputs with respect to protected attributes; and (iv) leakage of sensitive information memorized from training data.

Develop a framework — comprising training procedures, fine-tuning objectives, decoding-time defenses, detection mechanisms, and evaluation protocols — that simultaneously achieves the following goals for a deployed LLM $f_\theta$:

1. Robustness: For a specified perturbation class $\Delta$ and a safety predicate $S(\cdot)$, ensure that $\Pr_{x \sim \mathcal{D},\, \delta \in \Delta}[\, S(f_\theta(x+\delta)) = 1 \,]$ exceeds a target threshold.
2. Misuse prevention: Reduce the probability that $f_\theta$ produces content classified as manipulative or as misinformation by a verifier $V$, below a target threshold across realistic prompt distributions.
3. Attack detection: Provide a detector $D$ such that the probability $D$ correctly flags adversarial or malicious inputs is high while false-positive rates on benign inputs remain low.
4. Fairness and unbiasedness: Bound a chosen group-fairness or bias metric $B(f_\theta)$ below a prescribed level.
5. Responsible handling of sensitive information: Guarantee differential-privacy-style or membership-inference bounds limiting the leakage of training data and user-supplied sensitive data.

Specify and prove (or empirically establish with rigorous guarantees) the trade-offs between these objectives, and exhibit a construction of $(f_\theta, D)$ achieving them jointly, or prove impossibility results delineating which combinations of the above guarantees can be simultaneously satisfied.",Applied Mathematics,LLM robustness and AI safety,open,"The problem is a broad open research agenda in AI safety and trustworthy machine learning. As of 2026, no comprehensive solution exists: adversarial attacks on LLMs (jailbreaks, prompt injections), misinformation generation, bias, and training-data extraction all remain active and only partially mitigated areas, with ongoing work from academic groups and industry labs (Anthropic, OpenAI, Google DeepMind, NIST AISI). Partial advances include RLHF, constitutional AI, DP fine-tuning, and adversarial training, but no method satisfies all five goals jointly with provable guarantees.","[{""title"": ""A Survey on Adversarial Attacks and Defenses for Large Language Models"", ""url"": ""https://arxiv.org/abs/2310.10844"", ""snippet"": ""Surveys recent attacks (jailbreaks, prompt injection, data poisoning) and defenses, noting open challenges in achieving robust LLMs."", ""claim"": ""Robustness of LLMs to adversarial attacks remains unresolved.""}, {""title"": ""Trustworthy LLMs: A Survey and Guideline"", ""url"": ""https://arxiv.org/abs/2308.05374"", ""snippet"": ""Identifies fairness, safety, privacy, robustness as concurrently unsolved dimensions of LLM trustworthiness."", ""claim"": ""Joint guarantees on fairness, privacy, robustness, and safety in LLMs are open.""}, {""title"": ""NIST AI Risk Management Framework / AI Safety Institute reports (2024–2026)"", ""url"": ""https://www.nist.gov/itl/ai-risk-management-framework"", ""snippet"": ""Frames LLM safety, bias, and security as open governance and technical research problems."", ""claim"": ""Comprehensive LLM safety remains an open challenge as of 2026.""}]",https://arxiv.org/abs/2310.10844 https://arxiv.org/abs/2308.05374 https://www.nist.gov/itl/ai-risk-management-framework,0.9,,opus,medium,30.68,outputs/self-contained-leftover-checkpoints-part-0-of-2/011770__google__arxiv.org_abs_2402.06196__q_005__2f0c180e7e2c.json
11771,outputs/parse-paper/google__arxiv.org_abs_2402.06196.json,google__arxiv.org_abs_2402.06196,Large Language Models: A Survey,https://arxiv.org/abs/2402.06196,https://arxiv.org/pdf/google__arxiv.org_abs_2402.06196.pdf#page=35,q_006,false,Hallucination evaluation,How can hallucination in large language models be measured reliably when the same factual content can be expressed in different styles and even very small wording changes make false-information detection difficult?,"Let $\mathcal{M}$ be a large language model viewed as a stochastic map from input prompts to output text strings, and let $\mathcal{F}$ denote a reference knowledge base specifying ground-truth facts. A response $y$ produced by $\mathcal{M}$ on a prompt $x$ is called a hallucination if the factual content of $y$ contradicts or is unsupported by $\mathcal{F}$. Define an equivalence relation $\sim$ on text strings such that $y_1 \sim y_2$ when $y_1$ and $y_2$ express the same factual content (possibly in different styles, paraphrases, or with minor wording changes).

Design a hallucination evaluation metric $H : (\mathcal{M}, \mathcal{D}) \mapsto [0,1]$, where $\mathcal{D}$ is an evaluation dataset of prompts together with reference factual content, that satisfies all of the following properties:

1. (Paraphrase invariance) $H$ depends only on the $\sim$-equivalence class of each generated response, so semantically equivalent outputs receive the same score regardless of stylistic or lexical variation.
2. (Sensitivity) $H$ detects factually incorrect outputs even when they differ from a correct reference by very small wording changes (e.g., a single negation, numeral, or entity substitution that flips truth value).
3. (Reliability) $H$ admits a quantifiable guarantee, such as a bound on false-positive and false-negative rates, when judged against $\mathcal{F}$.
4. (Operationality) $H$ is computable in practice without requiring human annotation at evaluation time.

Construct such a metric $H$, or prove that under reasonable formalizations of $\sim$ and $\mathcal{F}$ no metric simultaneously satisfies all four properties.",Statistics and Machine Learning,hallucination evaluation in LLMs,open,"Recent surveys and methods (semantic entropy, multiple-testing frameworks, self-consistency over paraphrases, HaluEval and LLM-as-judge approaches) have made partial progress, but reliably evaluating hallucination under paraphrase invariance with formal guarantees and sensitivity to minimal wording changes remains an active open research problem identified in current surveys (2024–2025).","[{""title"": ""Detecting hallucinations in large language models using semantic entropy"", ""url"": ""https://www.nature.com/articles/s41586-024-07421-0"", ""snippet"": ""Semantic entropy leverages meaning-invariant clustering to quantify uncertainty over sampled generations."", ""claim"": ""Semantic, paraphrase-invariant measures are a partial approach but do not fully solve reliable hallucination evaluation.""}, {""title"": ""Principled Detection of Hallucinations in LLMs via Multiple Testing"", ""url"": ""https://arxiv.org/html/2508.18473v3"", ""snippet"": ""Reconceptualizes hallucination detection as a hypothesis testing problem with false-alarm control."", ""claim"": ""Formal guarantees are an active and unresolved direction.""}, {""title"": ""A Survey on Hallucination in Large Language Models: Principles, Taxonomy, Challenges, and Open Questions"", ""url"": ""https://dl.acm.org/doi/10.1145/3703155"", ""snippet"": ""Lists reliable evaluation among open questions."", ""claim"": ""Reliable hallucination measurement is listed as an open problem.""}]",https://www.nature.com/articles/s41586-024-07421-0 https://arxiv.org/html/2508.18473v3 https://dl.acm.org/doi/10.1145/3703155,0.7,,opus,medium,36.58,outputs/self-contained-leftover-checkpoints-part-0-of-2/011771__google__arxiv.org_abs_2402.06196__q_006__e69f683daedd.json
11772,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=6,q_001,false,Two squares with square sum and difference,Find two square numbers such that both their sum and their difference are also square numbers.,"Determine whether there exist positive integers $a$ and $b$ such that all three of $a^2$, $b^2$ satisfy: $a^2 + b^2$ is a perfect square and $a^2 - b^2$ is also a perfect square. Equivalently, find positive integers $a > b > 0$ together with positive integers $c, d$ such that $a^2 + b^2 = c^2$ and $a^2 - b^2 = d^2$, or prove that no such quadruple $(a, b, c, d)$ exists.",Number Theory,Fermat's right triangle theorem,solved,"The problem is equivalent to asking whether there exists a Pythagorean-like pair whose sum and difference are both squares; this is essentially the ""congruum"" problem. Fermat proved by infinite descent (Fermat's right triangle theorem) that no such positive integers exist. This is a well-known classical result.","[{""title"": ""Fermat's right triangle theorem - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Fermat%27s_right_triangle_theorem"", ""snippet"": ""Fermat proved that there is no pair of integer squares whose sum and difference are both squares, using the method of infinite descent."", ""claim"": ""The problem has no nontrivial integer solutions, as proved by Fermat.""}]",https://en.wikipedia.org/wiki/Fermat%27s_right_triangle_theorem,0.95,,opus,medium,13.54,outputs/self-contained-leftover-checkpoints-part-0-of-2/011772__google__arxiv.org_abs_2511.08400__q_001__c949992171e6.json
11773,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=6,q_018,false,Number remaining square-rootable after ±10,Find a number that has a square root and such that both the number plus 10 dirhams and the number minus 10 dirhams also have square roots.,"Determine whether there exists a positive rational number $x$ such that all three of $x$, $x+10$, and $x-10$ are squares of rational numbers. Equivalently, decide whether there exist three rational squares in arithmetic progression with common difference $10$, and either exhibit such an $x$ or prove that none exists.",Number Theory,congruent numbers,solved,"The problem is equivalent to asking whether $10$ is a congruent number (three rational squares in arithmetic progression with common difference $n$ exist iff $n$ is a congruent number). It is well known that $10$ is not a congruent number; among integers $1$ through $10$, only $5$, $6$, and $7$ are congruent. Hence no such rational $x$ exists.","[{""title"": ""Congruent number - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Congruent_number"", ""snippet"": ""Among integers 1 through 10, the only congruent numbers are 5, 6, and 7."", ""claim"": ""10 is not a congruent number, so no rational right triangle has area 10 and no rational squares form a 3-term AP with common difference 10.""}, {""title"": ""OEIS A003273 — Congruent numbers"", ""url"": ""https://oeis.org/A003273"", ""snippet"": ""Sequence of congruent numbers begins 5, 6, 7, 13, 14, 15, 20, 21, 22, ..."", ""claim"": ""10 is absent from the list of congruent numbers.""}, {""title"": ""Arithmetic Progressions of Three Squares (K. Conrad)"", ""url"": ""https://kconrad.math.uconn.edu/blurbs/ugradnumthy/3squarearithprog.pdf"", ""snippet"": ""There is a bijection between rational 3-term arithmetic progressions of squares with common difference n and rational right triangles of area n."", ""claim"": ""Existence of three rational squares in AP with common difference n is equivalent to n being a congruent number.""}]",https://en.wikipedia.org/wiki/Congruent_number https://oeis.org/A003273 https://kconrad.math.uconn.edu/blurbs/ugradnumthy/3squarearithprog.pdf,0.9,,opus,medium,29.97,outputs/self-contained-leftover-checkpoints-part-0-of-2/011773__google__arxiv.org_abs_2511.08400__q_018__70d6261d8e06.json
11774,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=6,q_019,false,Square stable under ±(root+2),"Find a square number such that adding its square root and 2 dirhams to it gives a square, and subtracting its square root and 2 dirhams from it also gives a square.","Find a (rational) positive number $x$ such that $x$ is a perfect square (i.e. $x = r^2$ for some rational $r > 0$), and such that both quantities
\[
x + r + 2 \qquad\text{and}\qquad x - r - 2
\]
are also perfect squares of rational numbers. Equivalently, find rationals $r, a, b > 0$ satisfying simultaneously
\[
r^2 + r + 2 = a^2, \qquad r^2 - r - 2 = b^2,
\]
or prove that no such $r$ exists. (Solutions may be sought in positive rationals; integer solutions are also of interest.)",Number Theory,Diophantine equations,unknown,"This is a classical Diophantine puzzle attributed to a 13th-century arithmetic problem list. No widely-cited modern resolution was located via search, and standard problem-collection databases do not record a definitive published solution under this formulation. Status is therefore treated as unknown.","[{""title"": ""A List of Open Problems in Number Theory Posed by Ibn al-Khawwām"", ""url"": ""https://arxiv.org/abs/2511.08400"", ""snippet"": ""Collection of 13th-century arithmetic/Diophantine problems presented as still open or historically unresolved."", ""claim"": ""The problem is presented in a recent compilation of historical number-theory problems without a confirmed modern solution.""}]",https://arxiv.org/abs/2511.08400,0.6,,opus,medium,21.73,outputs/self-contained-leftover-checkpoints-part-0-of-2/011774__google__arxiv.org_abs_2511.08400__q_019__d5f4ca05f112.json
11775,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=7,q_016,false,Square minus root term still square,Find a square number such that subtracting 10 times its square root and 10 dirhams from it leaves a perfect square.,"Find all positive rational (or, in the classical reading, positive integer) numbers $x$ such that $x^2$ is a perfect square and $x^2 - 10x - 10$ is also a perfect square. Equivalently, determine all pairs $(x,y)$ of positive integers satisfying $x^2 - 10x - 10 = y^2$, and exhibit at least one explicit solution.",Number Theory,Diophantine equations,solved,"The equation x² − 10x − 10 = y² is elementary: completing the square gives (x−5)² − y² = 35, so (x−5−y)(x−5+y) = 35. The factorizations 1·35 and 5·7 yield the positive integer solutions (x,y) = (23,17) and (11,1), verified directly (23² − 230 − 10 = 289 = 17²; 11² − 110 − 10 = 1 = 1²). The problem is a classical Diophantine exercise with a complete elementary solution.","[{""title"": ""Elementary verification"", ""url"": ""https://en.wikipedia.org/wiki/Pell%27s_equation"", ""snippet"": ""Equations of the form (x-a)^2 - y^2 = N reduce to factoring N over the integers."", ""claim"": ""The equation (x-5)^2 - y^2 = 35 is solved by factoring 35, giving finitely many integer solutions.""}]",https://en.wikipedia.org/wiki/Pell%27s_equation,0.9,,opus,medium,15.86,outputs/self-contained-leftover-checkpoints-part-0-of-2/011775__google__arxiv.org_abs_2511.08400__q_016__4255b0ee1d57.json
11776,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=7,q_026,false,Split n into cube and square,"Given a number n, divide it into two parts so that one part is a cube and the other part is a square.","Given a positive integer $n$, determine positive integers $a$ and $b$, together with positive integers $x$ and $y$, such that
\[ n = a + b, \qquad a = x^3, \qquad b = y^2. \]
Equivalently, characterize the positive integers $n$ that can be written in the form $n = x^3 + y^2$ with $x, y$ positive integers, and describe a general method for producing such a decomposition (or all such decompositions) for an arbitrary given $n$.",Number Theory,Diophantine representations (Mordell-type equations),unknown,"The equation n = x^3 + y^2 is the classical Mordell equation y^2 = n - x^3; for each fixed n integer solutions can in principle be found, but no known closed-form characterization exists of all positive integers n admitting a representation n = x^3 + y^2 with x,y positive. Related additive questions (densities of sums of a square and a cube, Waring-type problems) remain partly open. No definitive solved/open classification was located.","[{""title"": ""Open question: Positive integers as a sum of squares and cubes?"", ""url"": ""https://benvitalenum3ers.wordpress.com/2015/08/30/open-question-positive-integers-as-a-sum-of-squares-and-cubes/"", ""snippet"": ""Open question concerning which positive integers are expressible as a sum involving squares and cubes."", ""claim"": ""Representation problems mixing squares and cubes are noted as open in expository sources.""}, {""title"": ""Waring's Problem: A Survey"", ""url"": ""https://www.math.purdue.edu/~twooley/publ/2002%20wps.pdf"", ""snippet"": ""Survey of additive representation problems involving sums of powers."", ""claim"": ""General mixed-power representation questions are part of the still-active Waring-problem literature.""}]",https://benvitalenum3ers.wordpress.com/2015/08/30/open-question-positive-integers-as-a-sum-of-squares-and-cubes/ https://www.math.purdue.edu/~twooley/publ/2002%20wps.pdf,0.5,,opus,medium,30.96,outputs/self-contained-leftover-checkpoints-part-0-of-2/011776__google__arxiv.org_abs_2511.08400__q_026__f259935020a9.json
11777,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=7,q_027,false,Split n into two cubes,"Given a number n, divide it into two parts so that both parts are cubic numbers.","Given a positive rational number n, find a representation
   n = x³ + y³
with x and y rational (or, in the classical integer version, find positive integers x, y, z with z³·n = x³ + y³, equivalently determine whether n is a sum of two rational cubes). More precisely, characterize those positive integers n that can be written as a sum of two positive rational cubes, and for such n exhibit an explicit decomposition.

Equivalently, for a cube-free positive integer n > 2, decide whether the elliptic curve E_n : x³ + y³ = n (isomorphic to y² = x³ − 432 n²) has a rational point with xy ≠ 0, and if so produce one.",Number Theory,Sums of two rational cubes,open,"The problem of characterizing integers expressible as a sum of two rational cubes is a classical Diophantine question equivalent to determining the Mordell–Weil rank of the cubic twists y² = x³ − 432 n² of the Fermat cubic. It remains open in general: the conjecture that exactly half of all cube-free integers are sums of two rational cubes is unproved, although recent work (Alpöge–Bhargava–Shnidman and others, 2023–2025) establishes positive proportions on both sides and partial results for primes in certain residue classes.","[{""title"": ""Integers that are the sum of two rational cubes — Bhargava"", ""url"": ""https://math.mit.edu/~drew/vantage/BhargavaSlides.pdf"", ""snippet"": ""Which integers are sums of two rational cubes? Connected to ranks of cubic twists of the Fermat cubic."", ""claim"": ""The problem reduces to ranks of elliptic curves and remains broadly open.""}, {""title"": ""Sums of rational cubes and the 3-Selmer group"", ""url"": ""https://arxiv.org/abs/2405.09311"", ""snippet"": ""Distribution of 3-Selmer groups in cubic twist family; bounds on density of cube-sum integers."", ""claim"": ""Recent partial progress on the density of integers that are sums of two rational cubes.""}, {""title"": ""On certain root number 1 cases of the cube sum problem"", ""url"": ""https://arxiv.org/pdf/2508.05361"", ""snippet"": ""Addresses cases of the cube sum problem; the general problem is unresolved."", ""claim"": ""The cube sum problem is still an active open problem with partial results.""}]",https://math.mit.edu/~drew/vantage/BhargavaSlides.pdf https://arxiv.org/abs/2405.09311 https://arxiv.org/pdf/2508.05361,0.8,,opus,medium,32.34,outputs/self-contained-leftover-checkpoints-part-0-of-2/011777__google__arxiv.org_abs_2511.08400__q_027__cb05317988e7.json
11778,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=7,q_015,false,Partition 10 with quotient-product condition,"Divide 10 into two numbers with the smaller less than the larger, then divide the smaller by the larger, add that quotient to the larger number, and multiply the result by the smaller number; find such a decomposition when the final product is a given number n.","Let n be a given positive real (or rational) number. Find all pairs of positive real numbers (x, y) satisfying the following conditions:\n\n1. x + y = 10,\n2. 0 < x < y,\n3. (y + x/y) · x = n.\n\nEquivalently, determine for which values of n such a decomposition of 10 exists, and, when it does, express the smaller part x and the larger part y explicitly in terms of n. Discuss in particular the rational and integer solvability of the system, i.e. characterize those n for which x and y are both rational (respectively integral).",Number Theory,Quadratic/quartic Diophantine equations,open,The problem is a classical 13th-century word problem attributed to Ibn al-Khawwām and is listed among his open problems revisited in a recent historical-arithmetic analysis. The recent compilation presents it as still open in the sense that no complete arithmetic characterization (rational/integer solvability in n) is recorded; an algebraic reduction to a quartic in x is straightforward but a full classification is not documented in the literature found.,"[{""title"": ""A List of Open Problems in Number Theory Posed by Ibn al-Khawwām"", ""url"": ""https://arxiv.org/abs/2511.08400"", ""snippet"": ""Problem 15. Divide ten into two numbers such that, if the smaller is divided by the larger, the result is added to the latter, and the whole is multiplied by the smaller, one obtains a given number."", ""claim"": ""The problem is listed as one of Ibn al-Khawwām's open problems compiled for modern analysis.""}]",https://arxiv.org/abs/2511.08400,0.7,,opus,medium,13.39,outputs/self-contained-leftover-checkpoints-part-0-of-2/011778__google__arxiv.org_abs_2511.08400__q_015__11262004dca2.json
11779,outputs/parse-paper/google__arxiv.org_abs_2511.08400.json,google__arxiv.org_abs_2511.08400,A List of Open Problems in Number Theory Posed by Ibn al-Khaww¯am (13th Century): Historical and Arithmetic Analysis,https://arxiv.org/abs/2511.08400,https://arxiv.org/pdf/google__arxiv.org_abs_2511.08400.pdf#page=7,q_021,true,Square fixed by root-subtraction product,"Find a square number such that when its square root is subtracted from it, and the remainder is multiplied by that square root, the result equals the original square number.","Determine all positive rational (equivalently, positive integer) perfect squares $n$ with the following property. Let $r=\sqrt{n}$ denote the (positive) square root of $n$. Form the remainder $n-r$, and then multiply this remainder by $r$. The resulting product is required to equal the original square $n$; that is,
$$(n-r)\cdot r \;=\; n.$$
Equivalently, writing $n=x^{2}$ with $x>0$, find all $x$ for which
$$(x^{2}-x)\,x \;=\; x^{2}.$$
Describe the complete solution set, and in particular exhibit the (unique) nontrivial perfect square $n$ satisfying the condition.",Number Theory,Diophantine equations,solved,"The equation $(x^2-x)x=x^2$ simplifies to $x^3=2x^2$, whose unique nontrivial solution is $x=2$, giving the square $n=4$ (indeed $4-2=2$ and $2\cdot 2=4$). The problem is elementary and considered solved.","[{""title"": ""Direct algebraic verification"", ""url"": ""https://arxiv.org/abs/2511.08400"", ""snippet"": ""The condition (n-√n)·√n = n with n=x^2 reduces to x^3 = 2x^2, giving x=2 and n=4."", ""claim"": ""The problem admits the explicit solution n=4.""}]",https://arxiv.org/abs/2511.08400,0.7,,opus,medium,24.65,outputs/self-contained-leftover-checkpoints-part-0-of-2/011779__google__arxiv.org_abs_2511.08400__q_021__7cdd57985d3f.json
